0104,0104,0104,0104,0104,0116,0116,0116,0116,0116,0116,0116,0116,0116,0116,0116,0116,0116,0116,0116,0116,0116,0116,0116
0105,0105,0105,0105,0105,0105,0105,0105,0105,0105,0105,0105,0105,0105,0105,0105,0105,0105,0105,0105,0117,0117,0117,0117
0201,0201,0201,0201,0201,0201,0201,0201,0201,0201,0201,0201,0201,0201,0201,0201,0201,0201,0201,0201,0201,0201,0201,0201
0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202
0204,0204,0204,0204,0204,0204,0204,0204,0204,0204,0204,0204,0204,0204,0204,0204,0204,0204,0204,0204,0204,0204,0204,0204
0205,0205,0205,0205,0205,0205,0205,0205,0205,0205,0205,0205,0205,0205,0205,0205,0205,0205,0205,0205,0205,0205,0205,0205
0206,0206,0206,0206,0206,0206,0206,0206,0206,0206,0206,0206,0206,0206,0206,0206,0206,0206,0206,0206,0206,0206,0206,0206
0207,0207,0207,0207,0207,0207,0207,0207,0207,0207,0207,0207,0207,0207,0207,0207,0207,0207,0207,0207,0207,0207,0207,0207
0208,0208,0208,0208,0208,0208,0208,0208,0208,0208,0208,0208,0208,0208,0208,0208,0208,0208,0208,0208,0208,0208,0208,0208
0210,0210,0210,0210,0210,0210,0210,0210,0210,0210,0210,0210,0210,0210,0210,0210,0210,0210,0210,0210,0210,0210,0210,0210
0214,0214,0214,0214,0214,0214,0214,0214,0214,0214,0214,0214,0214,0214,0214,0214,0214,0214,0214,0214,0214,0214,0214,0214
0215,0215,0215,0215,0215,0215,0215,0215,0215,0215,0215,0215,0215,0215,0215,0215,0215,0215,0215,0215,0215,0215,0215,0215
0202,0216,0216,0216,0216,0216,0216,0216,0216,0216,0216,0216,0216,0216,0216,0216,0216,0216,0216,0216,0216,0216,0216,0216
0201,0201,0201,0201,0218,0218,0218,0218,0218,0218,0218,0218,0218,0218,0218,0218,0218,0218,0218,0218,0218,0218,0218,0218
0204,0204,0204,0204,0219,0219,0219,0219,0219,0219,0219,0219,0219,0219,0219,0219,0219,0219,0219,0219,0219,0219,0219,0219
0215,0215,0215,0215,0215,0220,0220,0220,0220,0220,0220,0220,0220,0220,0220,0220,0220,0220,0220,0220,0220,0220,0220,0220
0210,0210,0210,0210,0210,0221,0221,0221,0221,0221,0221,0221,0221,0221,0221,0221,0221,0221,0221,0221,0221,0221,0221,0221
0204,0204,0204,0204,0204,0204,0204,0204,0222,0222,0222,0222,0222,0222,0222,0222,0222,0222,0222,0222,0222,0222,0222,0222
0202,0216,0216,0216,0216,0216,0216,0216,0216,0223,0223,0223,0223,0223,0223,0223,0223,0223,0223,0223,0223,0223,0223,0223
0205,0205,0205,0205,0205,0205,0205,0205,0205,0205,0224,0224,0224,0224,0224,0224,0224,0224,0224,0224,0224,0224,0224,0224
0207,0207,0207,0207,0207,0207,0207,0207,0207,0207,0225,0225,0225,0225,0225,0225,0225,0225,0225,0225,0225,0225,0225,0225
0210,0210,0210,0210,0210,0210,0210,0210,0210,0210,0210,0210,0226,0226,0226,0226,0226,0226,0226,0226,0226,0226,0226,0226
0208,0208,0208,0208,0208,0208,0208,0208,0208,0208,0208,0208,0208,0227,0227,0227,0227,0227,0227,0227,0227,0227,0227,0227
0215,0215,0215,0215,0215,0220,0220,0220,0220,0220,0220,0220,0220,0228,0228,0228,0228,0228,0228,0228,0228,0228,0228,0228
0302,0302,0302,0302,0302,0302,0302,0302,0302,0302,0302,0302,0302,0302,0302,0302,0302,0302,0302,0302,0302,0302,0302,0302
0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303
0305,0305,0305,0305,0305,0305,0305,0305,0305,0305,0305,0305,0305,0305,0305,0305,0305,0305,0305,0305,0305,0305,0305,0305
0306,0306,0306,0306,0306,0306,0306,0306,0306,0306,0306,0306,0306,0306,0306,0306,0306,0306,0306,0306,0306,0306,0306,0306
0307,0307,0307,0307,0307,0307,0307,0307,0307,0307,0307,0307,0307,0307,0307,0307,0307,0307,0307,0307,0307,0307,0307,0307
0310,0310,0310,0310,0310,0310,0310,0310,0310,0310,0310,0310,0310,0310,0310,0310,0310,0310,0310,0310,0310,0310,0310,0310
0311,0311,0311,0311,0311,0311,0311,0311,0311,0311,0311,0311,0311,0311,0311,0311,0311,0311,0311,0311,0311,0311,0311,0311
0306,0312,0312,0312,0312,0312,0312,0312,0312,0312,0312,0312,0312,0312,0312,0312,0312,0312,0312,0312,0312,0312,0312,0312
0303,0313,0313,0313,0313,0313,0313,0313,0313,0313,0313,0313,0313,0313,0313,0313,0313,0313,0313,0313,0313,0313,0313,0313
0303,0314,0314,0314,0314,0314,0314,0314,0314,0314,0314,0314,0314,0314,0314,0314,0314,0314,0314,0314,0314,0314,0314,0314
0302,0315,0315,0315,0315,0315,0315,0315,0315,0315,0315,0315,0315,0315,0315,0315,0315,0315,0315,0315,0315,0315,0315,0315
0303,0316,0316,0316,0316,0316,0316,0316,0316,0316,0316,0316,0316,0316,0316,0316,0316,0316,0316,0316,0316,0316,0316,0316
0307,0307,0307,0307,0319,0319,0319,0319,0319,0319,0319,0319,0319,0319,0319,0319,0319,0319,0319,0319,0319,0319,0319,0319
0306,0312,0312,0312,0320,0320,0320,0320,0320,0320,0320,0320,0320,0320,0320,0320,0320,0320,0320,0320,0320,0320,0320,0320
0303,0303,0303,0303,0303,0321,0321,0321,0321,0321,0321,0321,0321,0321,0321,0321,0321,0321,0321,0321,0321,0321,0321,0321
0303,0303,0303,0303,0303,0322,0322,0322,0322,0322,0322,0322,0322,0322,0322,0322,0322,0322,0322,0322,0322,0322,0322,0322
0311,0311,0311,0311,0311,0311,0323,0323,0323,0323,0323,0323,0323,0323,0323,0323,0323,0323,0323,0323,0323,0323,0323,0323
0302,0302,0302,0302,0302,0302,0324,0324,0324,0324,0324,0324,0324,0324,0324,0324,0324,0324,0324,0324,0324,0324,0324,0324
0306,0306,0306,0306,0306,0306,0325,0325,0325,0325,0325,0325,0325,0325,0325,0325,0325,0325,0325,0325,0325,0325,0325,0325
0302,0315,0315,0315,0315,0315,0315,0315,0315,0315,0326,0326,0326,0326,0326,0326,0326,0326,0326,0326,0326,0326,0326,0326
0302,0302,0302,0302,0302,0302,0302,0302,0302,0302,0302,0302,0302,0302,0302,0302,0302,0302,0327,0327,0327,0327,0327,0327
0306,0312,0312,0312,0320,0320,0320,0320,0320,0320,0320,0320,0320,0320,0320,0320,0320,0320,0320,0320,0320,0320,0320,0328
0401,0401,0401,0401,0401,0401,0401,0401,0401,0401,0401,0401,0401,0401,0401,0401,0401,0401,0401,0401,0401,0401,0401,0401
0402,0402,0402,0402,0402,0402,0402,0402,0402,0402,0402,0402,0402,0402,0402,0402,0402,0402,0402,0402,0402,0402,0402,0402
0403,0403,0403,0403,0403,0403,0403,0403,0403,0403,0403,0403,0403,0403,0403,0403,0403,0403,0403,0403,0403,0403,0403,0403
0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404
0405,0405,0405,0405,0405,0405,0405,0405,0405,0405,0405,0405,0405,0405,0405,0405,0405,0405,0405,0405,0405,0405,0405,0405
0406,0406,0406,0406,0406,0406,0406,0406,0406,0406,0406,0406,0406,0406,0406,0406,0406,0406,0406,0406,0406,0406,0406,0406
0407,0407,0407,0407,0407,0407,0407,0407,0407,0407,0407,0407,0407,0407,0407,0407,0407,0407,0407,0407,0407,0407,0407,0407
0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408
0409,0409,0409,0409,0409,0409,0409,0409,0409,0409,0409,0409,0409,0409,0409,0409,0409,0409,0409,0409,0409,0409,0409,0409
0407,0410,0410,0410,0410,0410,0410,0410,0410,0410,0410,0410,0410,0410,0410,0410,0410,0410,0410,0410,0410,0410,0410,0410
0408,0411,0411,0411,0411,0411,0411,0411,0411,0411,0411,0411,0411,0411,0411,0411,0411,0411,0411,0411,0411,0411,0411,0411
0408,0412,0412,0412,0412,0412,0412,0412,0412,0412,0412,0412,0412,0412,0412,0412,0412,0412,0412,0412,0412,0412,0412,0412
0409,0409,0409,0409,0409,0413,0413,0413,0413,0413,0413,0413,0413,0413,0413,0413,0413,0413,0413,0413,0413,0413,0413,0413
0406,0406,0406,0406,0406,0414,0414,0414,0414,0414,0414,0414,0414,0414,0414,0414,0414,0414,0414,0414,0414,0414,0414,0414
0406,0406,0406,0406,0406,0406,0406,0406,0406,0415,0415,0415,0415,0415,0415,0415,0415,0415,0415,0415,0415,0415,0415,0415
0403,0403,0403,0403,0403,0403,0403,0403,0403,0416,0416,0416,0416,0416,0416,0416,0416,0416,0416,0416,0416,0416,0416,0416
0406,0406,0406,0406,0406,0406,0406,0406,0406,0417,0417,0417,0417,0417,0417,0417,0417,0417,0417,0417,0417,0417,0417,0417
0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0418,0418,0418
0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0408,0419,0419,0419
0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0420,0420
0501,0501,0501,0501,0501,0501,0501,0501,0501,0501,0501,0501,0501,0501,0501,0501,0501,0501,0501,0501,0501,0501,0501,0501
0502,0502,0502,0502,0502,0502,0502,0502,0502,0502,0502,0502,0502,0502,0502,0502,0502,0502,0502,0502,0502,0502,0502,0502
0503,0503,0503,0503,0503,0503,0503,0503,0503,0503,0503,0503,0503,0503,0503,0503,0503,0503,0503,0503,0503,0503,0503,0503
0504,0504,0504,0504,0504,0504,0504,0504,0504,0504,0504,0504,0504,0504,0504,0504,0504,0504,0504,0504,0504,0504,0504,0504
0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505
0506,0506,0506,0506,0506,0506,0506,0506,0506,0506,0506,0506,0506,0506,0506,0506,0506,0506,0506,0506,0506,0506,0506,0506
0507,0507,0507,0507,0507,0507,0507,0507,0507,0507,0507,0507,0507,0507,0507,0507,0507,0507,0507,0507,0507,0507,0507,0507
0508,0508,0508,0508,0508,0508,0508,0508,0508,0508,0508,0508,0508,0508,0508,0508,0508,0508,0508,0508,0508,0508,0508,0508
0503,0509,0509,0509,0509,0509,0509,0509,0509,0509,0509,0509,0509,0509,0509,0509,0509,0509,0509,0509,0509,0509,0509,0509
0502,0502,0502,0510,0510,0510,0510,0510,0510,0510,0510,0510,0510,0510,0510,0510,0510,0510,0510,0510,0510,0510,0510,0510
0502,0502,0502,0502,0511,0511,0511,0511,0511,0511,0511,0511,0511,0511,0511,0511,0511,0511,0511,0511,0511,0511,0511,0511
0503,0509,0509,0509,0509,0509,0509,0512,0512,0512,0512,0512,0512,0512,0512,0512,0512,0512,0512,0512,0512,0512,0512,0512
0501,0501,0501,0501,0501,0501,0501,0501,0513,0513,0513,0513,0513,0513,0513,0513,0513,0513,0513,0513,0513,0513,0513,0513
0503,0509,0509,0509,0509,0509,0509,0509,0514,0514,0514,0514,0514,0514,0514,0514,0514,0514,0514,0514,0514,0514,0514,0514
0601,0601,0601,0601,0601,0601,0601,0601,0601,0601,0601,0601,0601,0601,0601,0601,0601,0601,0601,0601,0601,0601,0601,0601
0602,0602,0602,0602,0602,0602,0602,0602,0602,0602,0602,0602,0602,0602,0602,0602,0602,0602,0602,0602,0602,0602,0602,0602
0603,0603,0603,0603,0603,0603,0603,0603,0603,0603,0603,0603,0603,0603,0603,0603,0603,0603,0603,0603,0603,0603,0603,0603
0604,0604,0604,0604,0604,0604,0604,0604,0604,0604,0604,0604,0604,0604,0604,0604,0604,0604,0604,0604,0604,0604,0604,0604
0605,0605,0605,0605,0605,0605,0605,0605,0605,0605,0605,0605,0605,0605,0605,0605,0605,0605,0605,0605,0605,0605,0605,0605
0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606
0607,0607,0607,0607,0607,0607,0607,0607,0607,0607,0607,0607,0607,0607,0607,0607,0607,0607,0607,0607,0607,0607,0607,0607
0608,0608,0608,0608,0608,0608,0608,0608,0608,0608,0608,0608,0608,0608,0608,0608,0608,0608,0608,0608,0608,0608,0608,0608
0609,0609,0609,0609,0609,0609,0609,0609,0609,0609,0609,0609,0609,0609,0609,0609,0609,0609,0609,0609,0609,0609,0609,0609
0610,0610,0610,0610,0610,0610,0610,0610,0610,0610,0610,0610,0610,0610,0610,0610,0610,0610,0610,0610,0610,0610,0610,0610
0611,0611,0611,0611,0611,0611,0611,0611,0611,0611,0611,0611,0611,0611,0611,0611,0611,0611,0611,0611,0611,0611,0611,0611
0612,0612,0612,0612,0612,0612,0612,0612,0612,0612,0612,0612,0612,0612,0612,0612,0612,0612,0612,0612,0612,0612,0612,0612
0613,0613,0613,0613,0613,0613,0613,0613,0613,0613,0613,0613,0613,0613,0613,0613,0613,0613,0613,0613,0613,0613,0613,0613
0608,0614,0614,0614,0614,0614,0614,0614,0614,0614,0614,0614,0614,0614,0614,0614,0614,0614,0614,0614,0614,0614,0614,0614
0604,0615,0615,0615,0615,0615,0615,0615,0615,0615,0615,0615,0615,0615,0615,0615,0615,0615,0615,0615,0615,0615,0615,0615
0605,0605,0605,0605,0605,0616,0616,0616,0616,0616,0616,0616,0616,0616,0616,0616,0616,0616,0616,0616,0616,0616,0616,0616
0613,0613,0613,0613,0613,0613,0613,0617,0617,0617,0617,0617,0617,0617,0617,0617,0617,0617,0617,0617,0617,0617,0617,0617
0605,0605,0605,0605,0605,0605,0605,0618,0618,0618,0618,0618,0618,0618,0618,0618,0618,0618,0618,0618,0618,0618,0618,0618
0610,0610,0610,0610,0610,0610,0610,0610,0619,0619,0619,0619,0619,0619,0619,0619,0619,0619,0619,0619,0619,0619,0619,0619
0612,0612,0612,0612,0612,0612,0612,0612,0620,0620,0620,0620,0620,0620,0620,0620,0620,0620,0620,0620,0620,0620,0620,0620
0613,0613,0613,0613,0613,0613,0613,0613,0613,0621,0621,0621,0621,0621,0621,0621,0621,0621,0621,0621,0621,0621,0621,0621
0610,0610,0610,0610,0610,0610,0610,0610,0610,0622,0622,0622,0622,0622,0622,0622,0622,0622,0622,0622,0622,0622,0622,0622
0609,0609,0609,0609,0609,0609,0609,0609,0609,0623,0623,0623,0623,0623,0623,0623,0623,0623,0623,0623,0623,0623,0623,0623
0603,0603,0603,0603,0603,0603,0603,0603,0603,0603,0624,0624,0624,0624,0624,0624,0624,0624,0624,0624,0624,0624,0624,0624
0603,0603,0603,0603,0603,0603,0603,0603,0603,0603,0603,0603,0625,0625,0625,0625,0625,0625,0625,0625,0625,0625,0625,0625
0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0626,0626,0626,0626,0626,0626,0626,0626,0626,0626,0626,0626
0603,0603,0603,0603,0603,0603,0603,0603,0603,0603,0603,0603,0627,0627,0627,0627,0627,0627,0627,0627,0627,0627,0627,0627
0608,0614,0614,0614,0614,0614,0614,0614,0614,0614,0614,0614,0614,0614,0614,0614,0614,0614,0614,0614,0628,0628,0628,0628
0604,0604,0604,0604,0604,0604,0604,0604,0604,0604,0604,0604,0604,0604,0604,0604,0604,0604,0604,0604,0604,0629,0629,0629
0604,0615,0615,0615,0615,0615,0615,0615,0615,0615,0615,0615,0615,0615,0615,0615,0615,0615,0615,0615,0615,0615,0615,0630
0701,0701,0701,0701,0701,0701,0701,0701,0701,0701,0701,0701,0701,0701,0701,0701,0701,0701,0701,0701,0701,0701,0701,0701
0702,0702,0702,0702,0702,0702,0702,0702,0702,0702,0702,0702,0702,0702,0702,0702,0702,0702,0702,0702,0702,0702,0702,0702
0703,0703,0703,0703,0703,0703,0703,0703,0703,0703,0703,0703,0703,0703,0703,0703,0703,0703,0703,0703,0703,0703,0703,0703
0704,0704,0704,0704,0704,0704,0704,0704,0704,0704,0704,0704,0704,0704,0704,0704,0704,0704,0704,0704,0704,0704,0704,0704
0705,0705,0705,0705,0705,0705,0705,0705,0705,0705,0705,0705,0705,0705,0705,0705,0705,0705,0705,0705,0705,0705,0705,0705
0706,0706,0706,0706,0706,0706,0706,0706,0706,0706,0706,0706,0706,0706,0706,0706,0706,0706,0706,0706,0706,0706,0706,0706
0707,0707,0707,0707,0707,0707,0707,0707,0707,0707,0707,0707,0707,0707,0707,0707,0707,0707,0707,0707,0707,0707,0707,0707
0708,0708,0708,0708,0708,0708,0708,0708,0708,0708,0708,0708,0708,0708,0708,0708,0708,0708,0708,0708,0708,0708,0708,0708
0709,0709,0709,0709,0709,0709,0709,0709,0709,0709,0709,0709,0709,0709,0709,0709,0709,0709,0709,0709,0709,0709,0709,0709
0710,0710,0710,0710,0710,0710,0710,0710,0710,0710,0710,0710,0710,0710,0710,0710,0710,0710,0710,0710,0710,0710,0710,0710
0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711
0712,0712,0712,0712,0712,0712,0712,0712,0712,0712,0712,0712,0712,0712,0712,0712,0712,0712,0712,0712,0712,0712,0712,0712
0713,0713,0713,0713,0713,0713,0713,0713,0713,0713,0713,0713,0713,0713,0713,0713,0713,0713,0713,0713,0713,0713,0713,0713
0714,0714,0714,0714,0714,0714,0714,0714,0714,0714,0714,0714,0714,0714,0714,0714,0714,0714,0714,0714,0714,0714,0714,0714
0711,0715,0715,0715,0715,0715,0715,0715,0715,0715,0715,0715,0715,0715,0715,0715,0715,0715,0715,0715,0715,0715,0715,0715
0701,0701,0701,0701,0716,0716,0716,0716,0716,0716,0716,0716,0716,0716,0716,0716,0716,0716,0716,0716,0716,0716,0716,0716
0712,0712,0712,0712,0712,0717,0717,0717,0717,0717,0717,0717,0717,0717,0717,0717,0717,0717,0717,0717,0717,0717,0717,0717
0701,0701,0701,0701,0701,0701,0718,0718,0718,0718,0718,0718,0718,0718,0718,0718,0718,0718,0718,0718,0718,0718,0718,0718
0705,0705,0705,0705,0705,0705,0719,0719,0719,0719,0719,0719,0719,0719,0719,0719,0719,0719,0719,0719,0719,0719,0719,0719
0709,0709,0709,0709,0709,0709,0720,0720,0720,0720,0720,0720,0720,0720,0720,0720,0720,0720,0720,0720,0720,0720,0720,0720
0711,0715,0715,0715,0715,0715,0721,0721,0721,0721,0721,0721,0721,0721,0721,0721,0721,0721,0721,0721,0721,0721,0721,0721
0709,0709,0709,0709,0709,0709,0709,0722,0722,0722,0722,0722,0722,0722,0722,0722,0722,0722,0722,0722,0722,0722,0722,0722
0712,0712,0712,0712,0712,0712,0712,0712,0723,0723,0723,0723,0723,0723,0723,0723,0723,0723,0723,0723,0723,0723,0723,0723
0711,0711,0711,0711,0711,0711,0711,0711,0724,0724,0724,0724,0724,0724,0724,0724,0724,0724,0724,0724,0724,0724,0724,0724
0707,0707,0707,0707,0707,0707,0707,0707,0707,0725,0725,0725,0725,0725,0725,0725,0725,0725,0725,0725,0725,0725,0725,0725
0713,0713,0713,0713,0713,0713,0713,0713,0713,0726,0726,0726,0726,0726,0726,0726,0726,0726,0726,0726,0726,0726,0726,0726
0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0727,0727,0727,0727,0727,0727,0727,0727,0727,0727,0727,0727,0727,0727
0707,0707,0707,0707,0707,0707,0707,0707,0707,0707,0728,0728,0728,0728,0728,0728,0728,0728,0728,0728,0728,0728,0728,0728
0707,0707,0707,0707,0707,0707,0707,0707,0707,0707,0729,0729,0729,0729,0729,0729,0729,0729,0729,0729,0729,0729,0729,0729
0707,0707,0707,0707,0707,0707,0707,0707,0707,0707,0707,0707,0707,0707,0707,0707,0707,0707,0707,0730,0730,0730,0730,0730
0706,0706,0706,0706,0706,0706,0706,0706,0706,0706,0706,0706,0706,0706,0706,0706,0706,0706,0706,0731,0731,0731,0731,0731
0701,0701,0701,0701,0716,0716,0716,0716,0716,0716,0716,0716,0716,0716,0716,0716,0716,0716,0716,0732,0732,0732,0732,0732
0710,0710,0710,0710,0710,0710,0710,0710,0710,0710,0710,0710,0710,0710,0710,0710,0710,0710,0710,0733,0733,0733,0733,0733
0704,0704,0704,0704,0704,0704,0704,0704,0704,0704,0704,0704,0704,0704,0704,0704,0704,0704,0704,0734,0734,0734,0734,0734
0714,0714,0714,0714,0714,0714,0714,0714,0714,0714,0714,0714,0714,0714,0714,0714,0714,0714,0714,0735,0735,0735,0735,0735
0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0736,0736,0736,0736,0736
0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0711,0737,0737
0801,0801,0801,0801,0801,0801,0801,0801,0801,0801,0801,0801,0801,0801,0801,0801,0801,0801,0801,0801,0801,0801,0801,0801
0802,0802,0802,0802,0802,0802,0802,0802,0802,0802,0802,0802,0802,0802,0802,0802,0802,0802,0802,0802,0802,0802,0802,0802
0803,0803,0803,0803,0803,0803,0803,0803,0803,0803,0803,0803,0803,0803,0803,0803,0803,0803,0803,0803,0803,0803,0803,0803
0804,0804,0804,0804,0804,0804,0804,0804,0804,0804,0804,0804,0804,0804,0804,0804,0804,0804,0804,0804,0804,0804,0804,0804
0805,0805,0805,0805,0805,0805,0805,0805,0805,0805,0805,0805,0805,0805,0805,0805,0805,0805,0805,0805,0805,0805,0805,0805
0806,0806,0806,0806,0806,0806,0806,0806,0806,0806,0806,0806,0806,0806,0806,0806,0806,0806,0806,0806,0806,0806,0806,0806
0807,0807,0807,0807,0807,0807,0807,0807,0807,0807,0807,0807,0807,0807,0807,0807,0807,0807,0807,0807,0807,0807,0807,0807
0808,0808,0808,0808,0808,0808,0808,0808,0808,0808,0808,0808,0808,0808,0808,0808,0808,0808,0808,0808,0808,0808,0808,0808
0809,0809,0809,0809,0809,0809,0809,0809,0809,0809,0809,0809,0809,0809,0809,0809,0809,0809,0809,0809,0809,0809,0809,0809
0810,0810,0810,0810,0810,0810,0810,0810,0810,0810,0810,0810,0810,0810,0810,0810,0810,0810,0810,0810,0810,0810,0810,0810
0808,0808,0808,0808,0808,0811,0811,0811,0811,0811,0811,0811,0811,0811,0811,0811,0811,0811,0811,0811,0811,0811,0811,0811
0803,0803,0803,0803,0803,0803,0803,0812,0812,0812,0812,0812,0812,0812,0812,0812,0812,0812,0812,0812,0812,0812,0812,0812
0809,0809,0809,0809,0809,0809,0809,0813,0813,0813,0813,0813,0813,0813,0813,0813,0813,0813,0813,0813,0813,0813,0813,0813
0805,0805,0805,0805,0805,0805,0805,0805,0814,0814,0814,0814,0814,0814,0814,0814,0814,0814,0814,0814,0814,0814,0814,0814
0809,0809,0809,0809,0809,0809,0809,0809,0815,0815,0815,0815,0815,0815,0815,0815,0815,0815,0815,0815,0815,0815,0815,0815
0809,0809,0809,0809,0809,0809,0809,0809,0816,0816,0816,0816,0816,0816,0816,0816,0816,0816,0816,0816,0816,0816,0816,0816
0802,0802,0802,0802,0802,0802,0802,0802,0802,0817,0817,0817,0817,0817,0817,0817,0817,0817,0817,0817,0817,0817,0817,0817
0801,0801,0801,0801,0801,0801,0801,0801,0801,0818,0818,0818,0818,0818,0818,0818,0818,0818,0818,0818,0818,0818,0818,0818
0802,0802,0802,0802,0802,0802,0802,0802,0802,0819,0819,0819,0819,0819,0819,0819,0819,0819,0819,0819,0819,0819,0819,0819
